YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,WS50M_RANGE,WD50M,PS,WS10M,WS10M_RANGE,WD10M,WS50M
2000,6,5,24.61,14.89,19.75,25.63,15.45,32.66,17.2,10.62,61.44,0.0,3.71,148.19,100.94,5.91,2.93,146.38,7.66
2000,6,6,23.26,16.7,19.98,23.76,10.32,29.2,18.88,11.84,68.25,4.04,6.8,269.5,100.81,4.45,5.34,270.0,5.73
2000,6,7,20.44,13.83,17.13,21.72,6.67,24.26,17.58,9.83,67.62,4.68,2.64,295.31,100.96,8.24,3.12,295.5,10.18
2000,6,8,20.14,15.83,17.98,20.7,5.86,23.33,17.48,11.17,77.25,16.65,8.14,261.31,100.96,5.03,6.16,261.38,6.45
2000,6,9,22.22,15.88,19.05,23.29,11.96,28.66,16.71,11.23,70.5,0.06,8.46,142.25,100.92,3.84,6.75,139.5,4.76
2000,6,10,22.11,15.83,18.97,23.22,13.2,30.6,17.4,11.23,70.44,0.59,6.88,237.31,100.75,6.57,6.67,238.06,8.2
2000,6,11,20.58,12.9,16.74,21.73,6.79,24.15,17.37,9.28,63.12,0.18,5.09,302.31,100.95,6.05,5.48,303.62,7.78
2000,6,12,20.73,13.9,17.32,22.13,9.45,25.67,16.23,9.83,67.12,0.59,5.69,289.88,101.33,4.8,5.26,291.81,6.37
2000,6,13,21.35,15.34,18.35,23.11,10.52,26.68,16.15,10.74,71.12,1.0,5.27,144.94,101.6,2.67,4.8,146.88,3.36
2000,6,14,21.77,16.02,18.9,23.41,9.35,26.57,17.22,11.29,72.38,0.09,2.9,138.19,101.54,3.83,3.21,138.5,4.77
2000,6,15,20.99,16.08,18.53,22.13,7.54,24.97,17.43,11.29,74.81,4.37,2.94,323.38,101.37,4.48,2.73,324.62,5.95
2000,6,16,21.71,15.76,18.73,23.14,9.65,26.7,17.06,11.11,71.81,0.19,2.1,306.25,101.17,6.1,3.19,306.5,7.88
2000,6,17,23.1,17.19,20.15,24.59,10.77,29.0,18.23,12.21,73.12,0.0,4.91,254.44,101.3,4.77,4.22,254.56,6.29
2000,6,18,22.97,15.14,19.05,24.1,10.83,28.8,17.97,10.8,65.81,0.0,4.55,69.0,101.64,4.7,4.18,67.81,6.08
2000,6,19,23.2,14.66,18.93,24.89,12.27,29.05,16.78,10.38,61.94,0.46,5.84,90.25,101.39,4.12,3.87,87.75,5.24
2000,6,20,24.05,16.01,20.02,25.33,10.24,29.72,19.48,11.29,64.19,0.13,2.36,133.69,101.26,6.59,2.9,132.19,8.24
2000,6,21,25.03,16.57,20.8,26.29,12.85,31.94,19.08,11.72,63.62,0.05,2.39,142.19,101.17,6.26,2.41,140.25,7.85
2000,6,22,26.44,15.79,21.12,28.01,13.55,33.43,19.88,11.11,56.0,0.06,4.25,145.12,101.26,2.93,2.3,141.31,3.95
2000,6,23,26.92,17.15,22.04,28.61,14.27,34.61,20.34,12.15,59.56,1.27,3.95,201.88,101.21,1.9,3.34,190.94,2.27
2000,6,24,24.83,17.04,20.94,26.56,10.31,30.66,20.35,12.08,65.19,0.03,3.04,308.38,101.14,4.57,3.12,309.69,5.78
2000,6,25,24.07,15.94,20.0,25.73,11.06,30.2,19.13,11.23,63.25,0.0,2.81,309.0,101.06,5.26,3.9,310.19,6.77
2000,6,26,24.05,14.98,19.51,25.79,12.09,30.45,18.36,10.68,61.44,0.0,3.03,320.88,101.13,4.34,3.55,322.0,5.77
2000,6,27,25.38,16.62,21.0,27.21,13.68,32.62,18.94,11.78,62.81,0.0,2.95,176.81,101.16,3.52,2.26,176.88,4.55
2000,6,28,27.8,16.01,21.9,29.06,15.38,36.38,21.0,11.47,54.69,0.0,6.39,266.38,100.87,2.88,5.02,253.94,3.82
2000,6,29,25.7,17.83,21.77,27.1,10.19,31.51,21.32,12.82,65.44,0.0,2.76,303.56,100.85,6.73,3.11,303.69,8.58
2000,6,30,25.57,17.03,21.3,27.58,11.8,31.9,20.12,12.21,63.88,0.0,4.46,246.62,100.9,4.0,3.48,247.88,5.2
2000,7,1,28.73,15.48,22.11,30.01,17.59,37.84,20.26,11.23,51.94,0.0,4.77,149.88,100.81,4.61,4.1,147.44,5.93
2000,7,2,31.07,14.23,22.65,31.73,17.3,40.08,22.79,10.38,41.62,0.0,5.59,157.69,100.81,6.52,3.36,155.75,8.59
2000,7,3,32.82,12.62,22.72,33.15,17.34,41.62,24.28,9.22,32.44,0.0,5.11,171.62,100.62,6.54,3.62,170.0,8.85
2000,7,4,31.58,13.52,22.55,32.39,15.95,41.12,25.17,9.83,36.12,0.0,8.26,200.06,100.58,3.83,5.56,203.38,5.05
2000,7,5,29.8,15.86,22.83,31.43,15.27,38.5,23.23,11.41,48.06,0.0,5.35,156.62,100.91,2.91,4.31,151.69,3.8
2000,7,6,31.98,10.58,21.28,32.49,18.62,41.89,23.28,8.36,33.44,0.0,5.33,148.62,100.97,3.71,3.18,146.31,5.41
2000,7,7,34.47,8.55,21.51,33.94,19.83,45.15,25.32,7.26,26.0,0.0,5.12,184.19,100.64,2.55,3.65,186.62,3.77
2000,7,8,28.31,16.8,22.55,29.67,12.35,35.65,23.3,12.15,52.38,0.03,5.79,301.62,100.57,6.62,6.17,302.88,8.36
2000,7,9,25.05,14.4,19.73,26.64,8.27,29.05,20.78,10.31,53.94,0.0,7.22,319.44,100.88,7.66,7.19,319.81,9.41
2000,7,10,28.14,15.75,21.94,29.51,18.59,38.66,20.07,11.35,52.62,0.0,7.91,174.19,100.14,3.88,6.35,171.62,4.81
2000,7,11,26.08,18.23,22.16,27.74,9.48,31.79,22.3,13.18,63.38,0.02,6.04,286.69,100.11,6.32,6.66,286.81,7.8
2000,7,12,24.06,13.72,18.89,26.12,8.39,28.67,20.28,9.83,54.12,0.0,5.54,329.19,100.86,7.69,4.64,330.38,9.28
2000,7,13,22.51,12.91,17.72,24.66,7.58,26.91,19.33,9.22,56.12,0.0,3.97,321.06,101.25,7.46,5.15,321.5,9.16
2000,7,14,23.22,15.38,19.3,25.33,9.12,27.94,18.83,10.86,63.31,0.0,3.9,313.25,100.93,6.29,5.02,314.0,7.91
2000,7,15,24.21,15.86,20.03,26.15,10.25,29.71,19.46,11.29,62.12,0.0,5.93,292.81,100.48,6.24,6.35,293.81,7.88
2000,7,16,24.17,15.62,19.9,26.23,9.27,29.23,19.96,11.05,60.25,0.0,7.09,247.69,100.66,4.8,5.48,234.88,5.88
2000,7,17,27.43,16.96,22.19,29.06,15.12,35.52,20.4,12.08,56.38,0.0,9.23,129.69,100.77,4.4,7.73,125.5,5.39
2000,7,18,26.87,19.6,23.23,28.37,9.35,31.58,22.23,14.28,66.0,0.0,4.64,232.62,100.59,6.09,3.8,232.88,7.57
2000,7,19,25.2,16.85,21.02,27.55,10.29,30.9,20.61,12.15,64.38,0.0,4.7,227.94,100.88,4.16,4.92,214.19,5.09
2000,7,20,26.43,15.98,21.2,28.57,13.46,33.49,20.04,11.47,58.0,0.0,4.83,211.31,100.81,2.95,4.55,213.5,3.47
2000,7,21,26.66,15.98,21.32,28.83,11.59,33.07,21.48,11.41,55.62,0.0,6.46,152.88,100.87,3.11,5.84,138.88,3.56
2000,7,22,26.17,14.04,20.1,28.2,13.31,32.85,19.53,10.31,54.56,0.0,5.77,99.12,101.03,4.11,4.3,96.75,5.12
2000,7,23,27.69,14.12,20.91,29.11,14.77,35.51,20.74,10.44,50.81,0.0,5.28,146.69,100.96,6.98,3.82,145.19,8.73
2000,7,24,28.8,14.16,21.48,30.02,16.0,37.21,21.2,10.44,47.31,0.0,5.84,163.44,100.67,6.91,6.15,161.5,8.77
2000,7,25,29.31,16.41,22.86,31.12,15.09,37.48,22.38,11.84,50.81,0.0,7.16,163.0,100.49,4.81,5.7,158.75,6.27
2000,7,26,29.97,17.24,23.6,31.46,13.74,38.04,24.3,12.39,49.75,0.0,8.45,181.06,100.58,4.59,6.34,181.88,5.66
2000,7,27,29.02,17.59,23.31,31.31,14.48,37.48,22.99,12.7,55.31,0.0,5.0,217.88,100.85,2.68,4.81,205.69,2.96
2000,7,28,27.98,17.65,22.81,30.25,13.73,36.04,22.3,12.94,60.56,0.01,5.6,275.44,100.75,3.86,4.95,292.44,4.8
2000,7,29,25.94,16.2,21.08,27.54,8.71,31.05,22.34,11.72,59.19,0.01,4.53,312.31,100.97,8.57,4.5,312.12,10.41
2000,7,30,25.15,15.65,20.4,26.89,8.81,30.02,21.21,11.05,57.62,0.0,3.27,316.44,101.19,7.83,4.16,316.56,9.63
2000,7,31,24.68,16.09,20.39,27.01,10.24,30.25,20.01,11.41,62.38,0.0,5.0,205.62,101.42,4.62,4.05,206.0,5.78
2000,8,1,25.41,16.32,20.87,27.61,11.82,31.56,19.73,11.78,63.69,0.0,3.03,141.69,101.54,3.13,2.47,140.81,3.92
2000,8,2,26.9,14.84,20.87,28.6,14.91,34.32,19.4,10.74,55.06,0.0,3.74,125.06,101.44,3.84,2.63,123.5,5.09
2000,8,3,27.72,12.42,20.07,29.2,15.16,35.4,20.23,9.34,45.5,0.0,5.5,143.0,101.13,4.77,4.12,141.25,6.18
2000,8,4,28.59,17.4,22.99,30.05,14.0,35.85,21.85,12.57,56.19,0.08,7.09,157.62,100.75,5.59,6.35,155.69,7.0
2000,8,5,25.5,15.7,20.6,27.36,7.05,29.41,22.36,11.23,57.19,0.19,3.03,312.0,101.15,7.13,2.91,312.81,8.49
2000,8,6,24.98,14.27,19.62,27.17,7.31,29.1,21.79,10.13,53.31,0.01,2.42,328.5,101.33,5.62,2.79,329.69,6.7
2000,8,7,24.93,15.51,20.22,26.76,7.71,29.07,21.37,10.93,57.56,0.0,4.63,308.81,101.3,6.23,5.01,309.56,7.71
2000,8,8,24.6,15.8,20.2,27.09,10.98,30.4,19.43,11.23,62.06,0.0,2.77,218.44,101.28,3.7,3.08,205.06,4.65
2000,8,9,26.08,17.9,21.99,28.42,11.68,32.61,20.94,12.76,64.12,0.05,4.53,94.44,101.17,3.37,3.98,92.38,3.98
2000,8,10,25.58,16.54,21.06,27.94,11.12,31.48,20.37,11.84,62.31,0.0,3.73,307.19,101.18,3.52,4.26,292.62,4.27
2000,8,11,25.98,17.01,21.5,28.37,12.56,32.55,19.99,12.21,63.06,0.0,2.34,219.31,101.01,3.41,3.08,205.44,4.21
2000,8,12,28.47,15.65,22.06,30.11,15.63,36.42,20.8,11.41,53.0,0.0,4.11,136.69,100.67,3.27,2.23,133.75,4.32
2000,8,13,28.2,17.81,23.01,30.27,13.5,36.07,22.56,12.94,58.62,0.01,7.41,292.62,100.99,3.55,6.65,294.0,4.45
2000,8,14,26.18,19.26,22.73,28.13,7.68,30.39,22.71,13.92,68.25,0.0,4.14,308.19,101.3,5.86,4.6,308.94,7.19
2000,8,15,26.15,18.94,22.55,28.13,9.0,31.26,22.26,13.67,67.94,0.0,2.72,320.56,101.21,5.85,3.55,320.81,7.18
2000,8,16,26.39,18.59,22.49,28.47,10.12,31.85,21.73,13.49,67.0,0.0,4.27,330.38,101.04,4.17,3.95,330.94,5.4
2000,8,17,27.15,16.48,21.82,29.3,13.41,34.12,20.72,12.02,59.19,0.0,4.56,140.94,100.99,2.73,4.08,140.81,3.45
2000,8,18,28.64,15.53,22.08,29.94,16.73,37.23,20.5,11.29,51.81,0.0,6.34,147.31,100.82,5.15,5.73,145.38,6.47
2000,8,19,31.75,14.7,23.23,32.44,17.91,41.33,23.41,10.74,41.94,0.0,5.91,181.94,100.84,3.73,4.36,182.88,5.16
2000,8,20,30.46,17.35,23.9,31.98,14.05,38.53,24.48,12.88,52.56,0.0,5.22,172.56,100.93,2.91,4.59,157.38,3.7
2000,8,21,30.56,15.26,22.9,31.66,16.45,39.3,22.86,11.41,48.5,0.0,4.8,127.88,100.88,2.89,3.39,126.56,3.89
2000,8,22,31.62,13.51,22.57,32.75,15.96,41.16,25.2,10.19,39.19,0.0,5.77,154.06,100.81,2.84,4.5,152.75,3.77
2000,8,23,31.13,16.83,23.98,32.68,17.32,40.58,23.26,12.63,52.88,0.02,5.12,165.44,101.04,2.41,3.52,164.19,3.38
2000,8,24,31.23,16.38,23.8,32.45,13.89,38.81,24.91,12.02,46.56,0.0,3.76,156.75,101.23,2.33,3.38,157.81,2.94
2000,8,25,33.19,11.41,22.3,33.65,15.35,41.73,26.38,8.79,30.81,0.0,3.77,167.19,100.92,2.8,3.1,169.19,3.91
2000,8,26,33.51,11.77,22.64,34.05,15.41,42.56,27.15,8.97,31.0,0.0,4.84,154.0,100.61,2.14,4.29,150.81,2.82
2000,8,27,30.42,19.59,25.01,31.65,14.13,39.12,24.99,14.34,55.81,0.04,6.48,292.56,100.78,4.02,5.95,294.06,4.94
2000,8,28,27.49,19.65,23.57,29.56,9.78,33.16,23.39,14.4,65.75,0.02,4.0,230.25,101.13,4.32,3.95,215.94,5.28
2000,8,29,26.91,17.87,22.4,29.23,12.12,33.94,21.82,12.94,62.62,0.0,4.39,224.88,101.13,3.23,4.28,226.69,3.95
2000,8,30,29.91,18.3,24.11,31.24,18.1,40.15,22.05,13.73,60.0,0.45,6.59,133.69,100.72,4.52,5.89,129.56,5.88
2000,8,31,32.85,10.8,21.82,32.9,16.22,41.9,25.69,8.91,32.31,0.34,7.24,199.94,100.26,4.59,5.88,199.5,6.49
2000,9,1,27.51,18.43,22.98,29.24,9.16,33.06,23.91,13.55,62.0,0.64,7.64,248.19,100.53,4.79,5.98,249.56,5.72
2000,9,2,27.93,17.55,22.74,29.83,10.58,33.8,23.22,12.7,56.75,0.01,5.14,190.0,100.57,2.38,3.85,177.19,2.81
2000,9,3,26.01,17.62,21.82,27.58,6.78,29.74,22.96,12.63,61.56,0.42,2.9,329.38,100.7,6.2,3.68,329.5,7.48
2000,9,4,25.36,17.13,21.25,27.59,9.19,30.45,21.26,12.15,62.06,0.77,3.95,335.19,100.81,4.7,3.73,336.44,5.8
2000,9,5,24.11,14.75,19.43,25.93,6.97,27.81,20.84,10.44,57.31,0.01,3.55,321.56,101.14,6.25,5.11,322.0,7.84
2000,9,6,23.33,14.99,19.16,25.41,7.89,27.98,20.09,10.56,60.94,0.57,3.93,321.06,101.2,4.05,4.58,322.44,5.29
2000,9,7,23.66,15.48,19.57,25.05,9.42,28.49,19.07,11.05,63.25,0.0,4.02,304.38,100.82,4.57,4.19,304.81,5.91
2000,9,8,23.69,16.56,20.12,25.04,4.45,26.68,22.23,11.84,65.25,4.22,5.24,301.81,100.42,9.42,5.01,301.31,11.59
2000,9,9,23.19,16.82,20.01,24.19,3.49,25.19,21.7,11.9,67.75,4.89,3.18,280.31,100.94,8.9,3.64,279.88,11.13
2000,9,10,23.37,17.24,20.3,24.48,6.8,27.37,20.56,12.21,69.94,2.98,4.89,334.62,101.15,6.54,5.84,334.5,8.54
2000,9,11,23.68,16.83,20.26,25.65,9.1,29.08,19.98,11.96,68.25,0.0,4.67,190.62,100.98,2.7,3.38,191.69,3.59
2000,9,12,24.05,16.69,20.37,25.66,11.41,30.24,18.83,11.9,67.38,0.0,5.09,119.5,100.81,2.98,3.81,118.12,3.91
2000,9,13,25.35,19.65,22.51,26.58,10.98,31.54,20.56,14.28,73.44,2.5,5.16,127.94,100.8,3.54,3.78,125.44,4.65
2000,9,14,25.33,20.07,22.7,26.87,9.04,30.69,21.65,14.65,75.12,2.42,4.23,164.88,100.98,2.67,3.44,167.31,3.5
2000,9,15,24.75,16.62,20.69,26.3,11.2,31.11,19.9,12.02,66.69,0.01,4.33,48.81,101.12,2.11,2.44,48.62,2.74
2000,9,16,26.24,14.83,20.54,27.23,15.0,34.58,19.58,10.8,56.62,0.0,4.17,211.62,100.96,2.2,2.31,154.0,3.05
2000,9,17,27.48,15.18,21.33,28.0,15.15,36.15,21.01,11.05,52.62,0.0,5.02,236.31,100.56,2.78,3.66,237.5,3.77
2000,9,18,27.76,15.72,21.74,27.82,14.34,36.37,22.02,11.35,52.25,0.0,7.1,206.88,100.38,3.1,5.88,176.38,4.47
2000,9,19,30.37,12.93,21.65,29.98,17.38,39.71,22.33,10.07,43.81,0.0,9.88,181.25,100.17,5.47,7.72,180.81,7.96
2000,9,20,28.19,15.55,21.87,28.69,15.76,37.9,22.14,11.47,52.25,0.0,7.7,225.44,100.25,6.18,5.88,225.75,8.34
2000,9,21,23.65,14.3,18.98,25.19,7.11,27.1,19.99,10.13,56.81,0.0,1.81,321.75,101.13,6.7,2.98,322.56,8.38
2000,9,22,22.09,14.53,18.31,23.79,8.33,26.81,18.48,10.25,63.56,0.0,5.77,267.12,101.27,4.46,4.91,267.75,5.81
2000,9,23,23.08,14.55,18.82,24.28,12.39,29.63,17.24,10.31,61.88,0.0,6.88,107.56,101.1,3.71,5.7,105.62,4.58
2000,9,24,24.36,16.94,20.65,25.76,10.58,30.15,19.57,11.96,65.56,0.96,3.77,114.19,101.17,3.41,2.72,112.38,4.47
2000,9,25,22.65,19.11,20.88,23.17,5.09,24.93,19.84,13.67,80.69,7.18,4.95,97.12,101.35,3.09,3.71,96.19,3.95
2000,9,26,22.07,15.96,19.01,23.2,8.16,26.91,18.75,11.23,70.62,0.0,6.05,79.56,101.47,2.91,5.03,78.25,3.6
2000,9,27,21.39,15.7,18.55,22.08,7.95,25.45,17.5,11.05,71.94,0.0,4.41,113.06,101.28,3.18,2.43,112.25,4.29
2000,9,28,23.39,17.62,20.51,23.83,10.73,29.43,18.7,12.57,72.94,1.9,3.91,165.75,100.8,4.62,3.48,164.25,6.32
2000,9,29,24.0,16.97,20.48,24.73,11.35,30.68,19.33,12.21,68.38,2.77,7.96,201.88,100.09,5.41,7.09,199.25,6.86
2000,9,30,22.19,16.37,19.28,23.42,7.77,26.73,18.95,11.72,71.69,2.31,3.0,256.06,100.08,3.18,1.62,257.69,4.24
2000,10,1,21.3,14.69,18.0,22.44,7.04,25.3,18.26,10.44,67.5,0.41,3.98,296.12,100.37,4.55,4.32,297.19,5.96
2000,10,2,19.57,13.51,16.55,20.4,4.0,21.58,17.58,9.64,68.44,3.61,7.18,287.38,100.61,6.83,7.12,286.81,8.95
2000,10,3,18.87,12.55,15.71,19.61,3.9,21.32,17.42,9.09,67.44,3.79,4.88,298.75,100.58,9.74,4.74,297.88,12.34
2000,10,4,19.89,15.21,17.55,20.73,4.92,22.65,17.73,10.8,75.38,6.49,2.8,317.94,100.59,6.76,3.16,317.94,8.68
2000,10,5,20.32,16.22,18.26,21.26,5.76,23.69,17.94,11.47,78.56,2.85,1.38,317.94,100.72,5.55,2.72,317.88,7.43
2000,10,6,20.92,15.79,18.35,21.62,5.84,24.39,18.55,11.17,73.56,2.6,3.27,307.62,100.96,7.45,4.22,307.5,9.66
2000,10,7,19.51,11.49,15.5,20.25,5.37,23.0,17.63,8.42,60.69,0.0,3.94,300.06,101.15,8.84,4.56,299.94,11.39
2000,10,8,19.42,11.68,15.55,19.88,4.1,21.74,17.64,8.48,61.19,0.06,6.66,301.12,101.03,10.41,6.69,300.88,13.29
2000,10,9,19.27,13.55,16.41,19.83,6.88,23.27,16.4,9.64,70.44,0.01,5.83,306.69,100.94,6.72,5.77,306.56,8.92
2000,10,10,20.39,13.5,16.94,20.19,14.09,28.37,14.27,9.89,71.0,0.01,6.06,249.94,100.29,4.3,4.74,249.88,6.09
2000,10,11,21.7,14.34,18.02,21.68,12.51,28.9,16.4,10.31,67.88,0.08,4.27,213.88,100.15,3.23,3.05,214.75,4.76
2000,10,12,23.33,11.05,17.19,22.98,18.59,33.53,14.94,8.48,52.69,0.0,8.66,193.38,99.97,4.93,5.14,192.19,7.05
2000,10,13,25.38,14.69,20.03,25.12,12.89,33.33,20.44,10.62,55.06,0.11,10.38,204.94,99.92,6.82,7.49,205.06,9.34
2000,10,14,19.65,16.16,17.9,20.29,5.02,22.08,17.05,11.47,80.44,2.9,7.11,208.94,100.28,4.32,4.84,239.5,5.16
2000,10,15,18.86,10.67,14.76,19.92,9.84,24.45,14.62,8.06,62.88,0.07,7.92,198.19,100.65,3.68,5.6,202.06,4.97
2000,10,16,19.44,10.53,14.99,19.92,9.86,25.51,15.65,8.0,60.56,0.0,5.04,295.94,101.15,3.45,4.42,296.06,4.73
2000,10,17,18.76,14.12,16.44,19.48,7.98,23.53,15.55,9.95,76.31,0.13,1.44,300.38,101.78,3.96,2.48,300.88,5.38
2000,10,18,17.77,13.52,15.65,18.89,6.94,21.9,14.97,9.52,77.81,0.03,1.53,328.44,101.85,4.52,2.88,328.5,6.2
2000,10,19,18.57,13.34,15.95,19.55,8.63,23.58,14.96,9.46,74.62,0.04,3.91,243.81,101.68,3.38,3.26,228.69,4.57
2000,10,20,19.19,13.13,16.16,20.05,10.69,24.99,14.3,9.4,72.12,0.0,6.88,141.75,101.49,3.24,4.84,139.44,4.28
2000,10,21,19.99,16.87,18.43,20.46,8.99,24.74,15.75,11.9,83.62,5.0,1.23,132.38,101.39,5.32,2.71,131.81,7.32
2000,10,22,20.77,16.99,18.88,21.01,4.59,23.74,19.15,11.96,80.06,3.07,2.71,110.81,101.66,7.16,3.67,110.31,9.28
2000,10,23,20.25,14.39,17.32,20.7,5.65,23.89,18.23,10.13,70.0,0.32,2.73,114.0,101.74,7.41,3.74,113.5,9.56
2000,10,24,19.79,14.12,16.95,20.21,5.69,23.19,17.51,9.95,70.62,0.1,2.7,136.75,101.62,7.26,3.64,136.12,9.41
2000,10,25,19.95,16.26,18.11,19.87,7.34,24.44,17.09,11.47,80.44,4.0,6.34,167.94,101.42,4.14,5.08,167.12,6.11
2000,10,26,20.19,16.56,18.37,20.78,7.88,24.65,16.76,11.66,81.12,4.74,5.25,284.75,101.15,2.61,4.61,284.62,3.57
2000,10,27,18.72,15.75,17.23,19.25,4.62,21.62,17.0,11.11,83.88,3.48,6.23,311.06,101.25,3.16,3.94,311.44,4.75
2000,10,28,18.65,14.46,16.55,19.2,7.52,23.01,15.5,10.19,78.44,0.04,5.95,326.12,101.52,3.95,4.56,326.12,5.48
2000,10,29,18.79,13.78,16.28,19.52,10.04,23.8,13.76,9.77,75.38,0.04,6.2,202.56,101.5,2.12,3.8,204.81,3.06
2000,10,30,19.08,13.48,16.28,19.73,10.73,24.94,14.2,9.64,73.5,0.03,7.3,174.06,101.22,3.69,4.94,173.06,5.27
2000,10,31,19.6,11.85,15.73,20.03,12.92,27.05,14.12,8.79,65.69,0.02,2.56,249.81,100.7,4.18,2.23,249.94,6.15
2000,11,1,17.38,14.42,15.9,17.69,3.38,19.26,15.89,10.25,83.38,1.43,3.81,303.56,100.99,3.51,2.76,304.25,5.02
2000,11,2,18.09,11.62,14.86,18.05,11.69,24.62,12.93,8.54,69.56,0.03,7.25,207.12,101.0,2.88,4.33,207.0,4.01
2000,11,3,19.56,9.28,14.42,19.05,14.2,27.36,13.16,7.39,54.44,0.0,7.43,222.44,100.59,4.03,4.99,221.06,6.16
2000,11,4,17.69,12.1,14.9,17.99,6.09,21.15,15.05,8.85,71.31,0.44,4.96,318.25,101.13,5.04,4.31,318.5,7.1
2000,11,5,16.97,10.15,13.56,17.08,6.34,20.61,14.27,7.69,65.5,0.17,4.74,212.75,101.29,2.32,2.86,212.0,3.17
2000,11,6,17.73,9.53,13.62,17.43,13.88,25.4,11.52,7.51,63.44,0.0,7.27,217.31,100.22,4.81,5.38,216.38,6.94
2000,11,7,16.3,10.09,13.19,16.81,7.59,21.08,13.5,7.75,68.75,0.44,2.65,272.44,100.1,5.55,3.91,272.56,7.96
2000,11,8,15.73,9.78,12.76,16.08,9.6,21.54,11.94,7.57,70.88,0.01,3.3,280.62,100.62,3.33,1.4,281.56,4.7
2000,11,9,16.45,10.77,13.61,16.43,7.91,21.15,13.24,8.0,70.56,0.0,3.2,222.88,101.2,2.52,1.48,223.38,3.36
2000,11,10,17.64,13.74,15.69,17.48,7.66,22.12,14.45,9.7,79.06,0.0,5.49,76.38,101.46,2.91,2.96,75.06,4.04
2000,11,11,18.62,16.36,17.49,18.95,7.31,23.22,15.91,11.47,86.75,0.01,3.88,90.0,101.66,3.71,1.99,88.88,5.45
2000,11,12,18.98,11.6,15.29,18.83,13.27,27.05,13.78,8.67,67.0,0.0,4.33,174.06,101.38,6.01,3.81,173.19,8.62
2000,11,13,18.73,7.37,13.05,18.52,14.95,27.48,12.53,6.47,50.88,0.0,4.95,202.56,100.95,5.55,3.76,201.56,8.02
2000,11,14,19.14,8.82,13.98,18.94,11.53,26.07,14.54,7.14,54.19,0.0,7.55,194.88,100.84,4.45,6.28,194.75,6.09
2000,11,15,18.66,10.01,14.33,18.62,11.12,24.9,13.77,7.81,60.31,0.0,4.85,176.38,100.84,5.16,3.78,175.44,7.48
2000,11,16,19.5,12.85,16.18,19.37,11.1,26.58,15.48,9.4,69.94,0.07,6.29,190.94,100.47,8.05,6.37,189.88,10.65
2000,11,17,15.87,8.89,12.38,16.66,7.23,19.91,12.69,7.08,65.19,0.4,8.3,289.94,100.74,5.48,6.99,290.56,7.58
2000,11,18,13.21,9.19,11.19,13.92,3.68,15.71,12.04,7.26,77.75,4.76,6.12,296.44,100.78,6.06,4.95,295.75,8.1
2000,11,19,14.19,9.68,11.94,14.87,5.76,17.57,11.81,7.45,75.06,2.62,4.31,273.56,100.88,6.05,5.07,272.06,8.3
2000,11,20,15.47,7.42,11.44,15.32,9.55,20.99,11.44,6.53,63.06,0.04,5.62,220.19,100.88,3.26,4.24,219.19,4.53
2000,11,21,13.19,7.77,10.48,13.78,8.48,17.68,9.19,6.65,70.44,2.35,7.18,278.31,100.76,7.02,6.84,277.75,9.59
2000,11,22,15.22,8.9,12.06,14.93,6.81,18.37,11.56,7.02,66.62,0.19,8.56,265.0,101.32,3.51,5.59,265.75,5.12
2000,11,23,14.3,6.76,10.53,14.17,13.88,21.96,8.08,6.16,64.44,0.0,5.54,187.69,100.98,3.26,3.73,187.25,4.66
2000,11,24,13.14,8.1,10.62,13.4,5.52,16.79,11.27,6.77,73.12,7.1,6.44,281.0,100.67,5.51,5.76,279.94,7.73
2000,11,25,14.36,9.71,12.03,14.87,5.38,17.03,11.65,7.51,74.31,1.24,2.7,284.12,100.92,6.29,2.03,283.5,8.86
2000,11,26,15.42,12.46,13.94,15.43,8.65,19.96,11.31,8.97,83.5,1.23,6.81,277.75,101.2,6.85,5.41,276.69,9.72
2000,11,27,16.53,14.25,15.39,16.49,6.45,19.76,13.3,10.01,87.0,0.37,4.9,293.88,101.44,6.64,5.46,293.5,9.44
2000,11,28,15.96,13.5,14.73,16.01,7.03,20.42,13.39,9.52,86.62,0.01,6.72,238.12,101.66,3.72,3.91,238.19,5.25
2000,11,29,15.73,12.69,14.2,15.65,11.29,22.35,11.06,9.09,82.69,0.0,6.84,149.62,101.33,4.18,4.23,148.38,6.03
2000,11,30,16.69,13.04,14.87,16.46,7.24,20.87,13.64,9.34,80.06,0.0,8.09,306.06,101.37,4.05,6.16,305.19,5.86
2000,12,1,15.65,12.35,14.0,15.35,7.96,20.41,12.45,8.85,82.25,0.13,4.74,156.62,101.58,2.67,2.72,156.56,3.73
2000,12,2,15.21,11.72,13.47,15.15,10.42,21.22,10.8,8.54,79.69,0.05,4.77,160.0,101.48,3.69,3.3,159.25,5.16
2000,12,3,14.38,11.46,12.92,14.7,6.23,17.98,11.75,8.36,83.44,5.32,7.88,279.25,101.09,7.58,6.97,277.75,10.09
2000,12,4,15.01,11.73,13.37,15.12,1.96,16.29,14.33,8.48,80.88,5.27,6.06,314.12,101.31,9.07,6.16,313.56,11.74
2000,12,5,14.88,11.71,13.3,15.15,6.04,18.26,12.23,8.48,82.19,0.86,7.05,235.38,101.62,3.18,4.3,235.31,4.88
2000,12,6,13.41,8.73,11.07,13.15,10.48,19.27,8.79,7.02,76.38,0.0,3.76,145.25,101.46,3.55,3.39,145.12,5.09
